primary_label,secondary_labels,filename,duration,n_chunks
akepa1,"['apapan', 'iiwi']",akepa1/XC175513.ogg,61.20490625,12
akepa1,['iiwi'],akepa1/XC27348.ogg,9.0645,1
akepa1,['iiwi'],akepa1/XC27356.ogg,2.6645,0
akiapo,"['apapan', 'hawama', 'iiwi']",akiapo/XC122399.ogg,29.328,5
akiapo,"['apapan', 'iiwi', 'warwhe1']",akiapo/XC122401.ogg,54.696,10
akiapo,['apapan'],akiapo/XC122693.ogg,17.208,3
akiapo,"['apapan', 'elepai', 'hawama', 'iiwi', 'omao', 'warwhe1']",akiapo/XC124705.ogg,222.288,44
akiapo,"['apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']",akiapo/XC124801.ogg,74.304,14
akiapo,"['apapan', 'hawama', 'iiwi']",akiapo/XC144826.ogg,72.048,14
akiapo,"['akepa1', 'apapan', 'hawcre', 'omao', 'warwhe1']",akiapo/XC147003.ogg,115.032,23
akiapo,[],akiapo/XC27355.ogg,10.68409375,2
akiapo,"['hawama', 'iiwi']",akiapo/XC27374.ogg,31.2424375,6
akiapo,['iiwi'],akiapo/XC27376.ogg,73.43021875,14
akiapo,[],akiapo/XC306424.ogg,29.91021875,5
akiapo,['hawama'],akiapo/XC385387.ogg,12.696,2
akiapo,['apapan'],akiapo/XC648118.ogg,15.281,3
akiapo,[],akiapo/XC648120.ogg,3.082,0
akikik,"['akikik', 'apapan']",akikik/XC216038.ogg,51.9314375,10
akikik,[],akikik/XC317034.ogg,50.80815625,10
amewig,[],amewig/XC150015.ogg,20.21878125,4
amewig,[],amewig/XC150063.ogg,24.11103125,4
amewig,[],amewig/XC152348.ogg,25.41715625,5
amewig,['sora'],amewig/XC152396.ogg,153.521625,30
amewig,[],amewig/XC152873.ogg,18.5208125,3
amewig,['sora'],amewig/XC153020.ogg,10.8669375,2
amewig,['mallar3'],amewig/XC165450.ogg,150.04734375,30
amewig,[],amewig/XC172886.ogg,36.672,7
amewig,[],amewig/XC172887.ogg,11.424,2
amewig,['houfin'],amewig/XC172888.ogg,25.44,5
amewig,[],amewig/XC172889.ogg,10.536,2
amewig,[],amewig/XC172890.ogg,16.704,3
amewig,[],amewig/XC187408.ogg,9.22121875,1
amewig,[],amewig/XC187411.ogg,16.0391875,3
amewig,[],amewig/XC293789.ogg,3.03021875,0
amewig,[],amewig/XC298401.ogg,8.352,1
amewig,['mallar3'],amewig/XC301850.ogg,15.699,3
amewig,[],amewig/XC305019.ogg,2.448,0
amewig,[],amewig/XC305020.ogg,1.728,0
amewig,[],amewig/XC305022.ogg,2.064,0
amewig,[],amewig/XC305023.ogg,1.848,0
amewig,[],amewig/XC305276.ogg,2.016,0
amewig,['mallar3'],amewig/XC309315.ogg,2.208,0
amewig,[],amewig/XC335125.ogg,60.290625,12
amewig,[],amewig/XC335126.ogg,59.14121875,11
amewig,[],amewig/XC379016.ogg,9.5085625,1
amewig,[],amewig/XC384955.ogg,12.216,2
amewig,['mallar3'],amewig/XC396690.ogg,109.24409375,21
amewig,[],amewig/XC398300.ogg,31.81715625,6
amewig,[],amewig/XC403005.ogg,11.568,2
amewig,[],amewig/XC404504.ogg,18.86040625,3
amewig,[],amewig/XC448935.ogg,23.928,4
amewig,[],amewig/XC448937.ogg,11.52,2
amewig,['cangoo'],amewig/XC509697.ogg,15.984,3
amewig,[],amewig/XC509721.ogg,10.848,2
amewig,[],amewig/XC509723.ogg,4.392,0
amewig,[],amewig/XC513990.ogg,1.9069375,0
amewig,['eurwig'],amewig/XC513991.ogg,34.638375,6
amewig,['norsho'],amewig/XC519618.ogg,21.648,4
amewig,['bknsti'],amewig/XC519619.ogg,19.656,3
amewig,[],amewig/XC519789.ogg,9.22121875,1
amewig,[],amewig/XC519790.ogg,1.33225,0
amewig,[],amewig/XC522375.ogg,3.65715625,0
amewig,[],amewig/XC524662.ogg,26.59265625,5
amewig,['mallar3'],amewig/XC524663.ogg,31.16409375,6
amewig,[],amewig/XC530872.ogg,144.864,28
amewig,[],amewig/XC531503.ogg,4.536,0
amewig,[],amewig/XC531510.ogg,15.696,3
amewig,[],amewig/XC593011.ogg,2.448,0
amewig,[],amewig/XC603725.ogg,51.539,10
amewig,['cangoo'],amewig/XC611348.ogg,10.05715625,2
aniani,['kauama'],aniani/XC174949.ogg,5.2245,1
aniani,"['apapan', 'kauama']",aniani/XC174952.ogg,29.02203125,5
aniani,['apapan'],aniani/XC174955.ogg,14.26284375,2
aniani,[],aniani/XC210202.ogg,22.3869375,4
aniani,[],aniani/XC210203.ogg,42.08325,8
aniani,[],aniani/XC210204.ogg,25.54775,5
aniani,[],aniani/XC210205.ogg,43.91184375,8
aniani,[],aniani/XC210206.ogg,20.506125,4
aniani,[],aniani/XC256222.ogg,15.67346875,3
aniani,['iiwi'],aniani/XC27338.ogg,126.77225,25
aniani,[],aniani/XC314503.ogg,71.99346875,14
aniani,[],aniani/XC317139.ogg,20.92409375,4
apapan,[],apapan/XC139974.ogg,84.92409375,16
apapan,['aniani'],apapan/XC174948.ogg,38.24325,7
apapan,['saffin'],apapan/XC175215.ogg,14.34121875,2
apapan,"['spodov', 'zebdov']",apapan/XC175225.ogg,71.653875,14
apapan,[],apapan/XC175230.ogg,148.53225,29
apapan,['houfin'],apapan/XC175233.ogg,14.34121875,2
apapan,['iiwi'],apapan/XC175507.ogg,40.96,8
apapan,['iiwi'],apapan/XC175508.ogg,9.79590625,1
apapan,[],apapan/XC210193.ogg,14.053875,2
apapan,[],apapan/XC210194.ogg,25.12978125,5
apapan,[],apapan/XC210195.ogg,11.33715625,2
apapan,[],apapan/XC210197.ogg,62.40653125,12
apapan,[],apapan/XC210198.ogg,42.8146875,8
apapan,[],apapan/XC210199.ogg,31.79103125,6
apapan,[],apapan/XC219958.ogg,55.118375,11
apapan,['apapan'],apapan/XC219959.ogg,52.00978125,10
apapan,[],apapan/XC252590.ogg,56.346125,11
apapan,[],apapan/XC256220.ogg,49.44978125,9
apapan,[],apapan/XC27308.ogg,14.6546875,2
apapan,['warwhe1'],apapan/XC27317.ogg,63.3730625,12
apapan,[],apapan/XC27318.ogg,10.55346875,2
apapan,"['hawama', 'iiwi', 'omao']",apapan/XC27327.ogg,48.1436875,9
apapan,[],apapan/XC27330.ogg,65.201625,13
apapan,[],apapan/XC27331.ogg,34.586125,6
apapan,"['warwhe1', 'zebdov']",apapan/XC27340.ogg,53.2375625,10
apapan,[],apapan/XC27367.ogg,14.8375625,2
apapan,"['hawama', 'iiwi']",apapan/XC27369.ogg,104.2285625,20
apapan,[],apapan/XC314499.ogg,29.07428125,5
apapan,[],apapan/XC326575.ogg,76.704,15
apapan,['iiwi'],apapan/XC326577.ogg,98.4,19
apapan,[],apapan/XC327341.ogg,19.01715625,3
apapan,[],apapan/XC327355.ogg,99.192,19
apapan,['apapan'],apapan/XC327362.ogg,113.2669375,22
apapan,[],apapan/XC327363.ogg,55.104,11
apapan,[],apapan/XC336995.ogg,25.39103125,5
apapan,['oahama'],apapan/XC368428.ogg,8.72490625,1
apapan,[],apapan/XC385165.ogg,180.696,36
apapan,[],apapan/XC385295.ogg,103.872,20
apapan,[],apapan/XC385332.ogg,86.304,17
apapan,[],apapan/XC385474.ogg,6.24,1
apapan,[],apapan/XC454885.ogg,52.27103125,10
apapan,['jabwar'],apapan/XC454887.ogg,78.6024375,15
apapan,[],apapan/XC503602.ogg,41.64,8
apapan,['redjun'],apapan/XC503604.ogg,77.664,15
apapan,['hawama'],apapan/XC503719.ogg,27.297,5
apapan,['iiwi'],apapan/XC503849.ogg,121.704,24
apapan,[],apapan/XC505432.ogg,55.1713125,11
arcter,[],arcter/XC133801.ogg,8.15021875,1
arcter,[],arcter/XC135277.ogg,64.05225,12
arcter,[],arcter/XC139656.ogg,22.128,4
arcter,[],arcter/XC139657.ogg,23.568,4
arcter,[],arcter/XC139658.ogg,51.384,10
arcter,[],arcter/XC139659.ogg,11.472,2
arcter,[],arcter/XC140733.ogg,41.808,8
arcter,[],arcter/XC141787.ogg,152.68571875,30
arcter,[],arcter/XC142818.ogg,210.15509375,42
arcter,[],arcter/XC148887.ogg,32.136,6
arcter,['eurwig'],arcter/XC157364.ogg,63.864,12
arcter,[],arcter/XC163353.ogg,80.0653125,16
arcter,[],arcter/XC177388.ogg,99.39590625,19
arcter,[],arcter/XC177389.ogg,99.52653125,19
arcter,[],arcter/XC180832.ogg,57.672,11
arcter,[],arcter/XC183826.ogg,12.384,2
arcter,[],arcter/XC183834.ogg,26.448,5
arcter,[],arcter/XC184107.ogg,13.656,2
arcter,[],arcter/XC186403.ogg,21.312,4
arcter,[],arcter/XC186405.ogg,41.952,8
arcter,[],arcter/XC186407.ogg,27.432,5
arcter,[],arcter/XC198122.ogg,24.05878125,4
arcter,[],arcter/XC210268.ogg,35.328,7
arcter,[],arcter/XC210269.ogg,32.736,6
arcter,[],arcter/XC25068.ogg,45.87103125,9
arcter,[],arcter/XC25071.ogg,8.1763125,1
arcter,[],arcter/XC25176.ogg,9.4563125,1
arcter,[],arcter/XC27035.ogg,125.25715625,25
arcter,[],arcter/XC283636.ogg,37.12,7
arcter,[],arcter/XC287765.ogg,52.27103125,10
arcter,[],arcter/XC287766.ogg,13.949375,2
arcter,[],arcter/XC287768.ogg,25.33878125,5
arcter,[],arcter/XC294481.ogg,18.10284375,3
arcter,[],arcter/XC30166.ogg,69.198375,13
arcter,[],arcter/XC308958.ogg,12.721625,2
arcter,[],arcter/XC321008.ogg,18.072,3
arcter,[],arcter/XC321009.ogg,29.04,5
arcter,[],arcter/XC343119.ogg,5.98203125,1
arcter,[],arcter/XC367581.ogg,38.808,7
arcter,[],arcter/XC367634.ogg,13.44,2
arcter,[],arcter/XC370355.ogg,28.584,5
arcter,[],arcter/XC370357.ogg,27.792,5
arcter,[],arcter/XC37419.ogg,48.84896875,9
arcter,[],arcter/XC378021.ogg,31.05959375,6
arcter,[],arcter/XC378023.ogg,10.24,2
arcter,[],arcter/XC381239.ogg,34.968,6
arcter,[],arcter/XC381240.ogg,14.496,2
arcter,[],arcter/XC382852.ogg,4.04896875,0
arcter,[],arcter/XC383521.ogg,18.91265625,3
arcter,[],arcter/XC396639.ogg,24.4245,4
arcter,[],arcter/XC396640.ogg,14.39346875,2
arcter,[],arcter/XC396641.ogg,5.40734375,1
arcter,[],arcter/XC396642.ogg,19.43509375,3
arcter,[],arcter/XC396643.ogg,24.16325,4
arcter,[],arcter/XC396644.ogg,11.72896875,2
arcter,[],arcter/XC396648.ogg,49.2669375,9
arcter,[],arcter/XC396649.ogg,20.79346875,4
arcter,[],arcter/XC401938.ogg,50.256,10
arcter,[],arcter/XC423331.ogg,50.10284375,10
arcter,[],arcter/XC424968.ogg,19.67,3
arcter,[],arcter/XC431561.ogg,10.39675,2
arcter,[],arcter/XC432434.ogg,17.97225,3
arcter,[],arcter/XC432435.ogg,11.6245,2
arcter,[],arcter/XC432436.ogg,21.99509375,4
arcter,[],arcter/XC432745.ogg,27.82040625,5
arcter,[],arcter/XC432746.ogg,39.94121875,7
arcter,[],arcter/XC432747.ogg,92.8130625,18
arcter,[],arcter/XC432748.ogg,32.39184375,6
arcter,[],arcter/XC473324.ogg,20.08815625,4
arcter,[],arcter/XC475539.ogg,16.008,3
arcter,[],arcter/XC475540.ogg,15.816,3
arcter,[],arcter/XC475653.ogg,29.178,5
arcter,[],arcter/XC476533.ogg,26.54040625,5
arcter,[],arcter/XC484479.ogg,15.9346875,3
arcter,[],arcter/XC484480.ogg,40.4375625,8
arcter,[],arcter/XC484481.ogg,22.3608125,4
arcter,[],arcter/XC487341.ogg,23.95428125,4
arcter,[],arcter/XC487342.ogg,22.12571875,4
arcter,[],arcter/XC487343.ogg,32.7575625,6
arcter,[],arcter/XC487344.ogg,104.56815625,20
arcter,[],arcter/XC487345.ogg,23.30121875,4
arcter,[],arcter/XC487346.ogg,114.07675,22
arcter,[],arcter/XC487347.ogg,46.7069375,9
arcter,[],arcter/XC487610.ogg,46.28896875,9
arcter,[],arcter/XC487611.ogg,8.72490625,1
arcter,[],arcter/XC487612.ogg,11.52,2
arcter,[],arcter/XC487613.ogg,42.68409375,8
arcter,[],arcter/XC487667.ogg,26.1746875,5
arcter,[],arcter/XC487668.ogg,312.79021875,62
arcter,[],arcter/XC487669.ogg,168.62040625,33
arcter,[],arcter/XC487670.ogg,81.08409375,16
arcter,[],arcter/XC487671.ogg,222.35428125,44
arcter,[],arcter/XC487672.ogg,58.1746875,11
arcter,[],arcter/XC487740.ogg,96.23509375,19
arcter,[],arcter/XC487741.ogg,32.5485625,6
arcter,[],arcter/XC488043.ogg,26.40978125,5
arcter,[],arcter/XC488044.ogg,56.26775,11
arcter,[],arcter/XC490534.ogg,67.272,13
arcter,[],arcter/XC491003.ogg,14.424,2
arcter,[],arcter/XC507651.ogg,20.662,4
arcter,[],arcter/XC507652.ogg,75.415,15
arcter,[],arcter/XC522967.ogg,10.03103125,2
arcter,[],arcter/XC526895.ogg,113.3975625,22
arcter,[],arcter/XC533609.ogg,65.856,13
arcter,[],arcter/XC535242.ogg,26.07021875,5
arcter,[],arcter/XC535243.ogg,56.05878125,11
arcter,[],arcter/XC553169.ogg,29.23103125,5
arcter,[],arcter/XC554836.ogg,47.41225,9
arcter,[],arcter/XC564600.ogg,11.784,2
arcter,['skylar'],arcter/XC568811.ogg,8.777,1
arcter,[],arcter/XC578974.ogg,11.88,2
arcter,[],arcter/XC578975.ogg,19.464,3
arcter,[],arcter/XC578976.ogg,13.32,2
arcter,[],arcter/XC581439.ogg,9.377,1
arcter,[],arcter/XC581722.ogg,44.976,8
arcter,[],arcter/XC582087.ogg,62.72,12
arcter,[],arcter/XC582089.ogg,8.04571875,1
arcter,[],arcter/XC582279.ogg,68.519,13
arcter,[],arcter/XC582288.ogg,20.845,4
arcter,[],arcter/XC582319.ogg,31.451,6
arcter,[],arcter/XC583404.ogg,21.916,4
arcter,[],arcter/XC584138.ogg,34.56,6
arcter,[],arcter/XC584417.ogg,15.804,3
arcter,[],arcter/XC584418.ogg,46.706,9
arcter,[],arcter/XC584419.ogg,87.823,17
arcter,[],arcter/XC584451.ogg,31.503,6
arcter,[],arcter/XC584485.ogg,0.809,0
arcter,[],arcter/XC584604.ogg,16.848,3
arcter,[],arcter/XC584613.ogg,46.706,9
arcter,[],arcter/XC584614.ogg,15.203,3
arcter,[],arcter/XC584615.ogg,45.165,9
arcter,[],arcter/XC584616.ogg,46.654,9
arcter,[],arcter/XC584617.ogg,17.371,3
arcter,[],arcter/XC584618.ogg,52.114,10
arcter,[],arcter/XC584740.ogg,56.11103125,11
arcter,[],arcter/XC584741.ogg,2.76896875,0
arcter,[],arcter/XC584811.ogg,48.848,9
arcter,[],arcter/XC588546.ogg,30.48490625,6
arcter,[],arcter/XC594973.ogg,118.7,23
arcter,[],arcter/XC597548.ogg,4.6236875,0
arcter,[],arcter/XC642578.ogg,18.938,3
arcter,[],arcter/XC645400.ogg,11.128,2
arcter,[],arcter/XC645402.ogg,4.911,0
arcter,[],arcter/XC647876.ogg,6.4,1
arcter,[],arcter/XC647878.ogg,75.572,15
arcter,[],arcter/XC648730.ogg,14.524,2
arcter,[],arcter/XC649412.ogg,12.251,2
arcter,[],arcter/XC649926.ogg,15.984,3
arcter,['skylar'],arcter/XC652004.ogg,14.688,2
arcter,[],arcter/XC652191.ogg,18.39,3
arcter,[],arcter/XC652192.ogg,10.762,2
arcter,[],arcter/XC652193.ogg,48.718,9
arcter,[],arcter/XC652194.ogg,13.217,2
arcter,[],arcter/XC652195.ogg,25.913,5
arcter,[],arcter/XC652196.ogg,7.706,1
arcter,[],arcter/XC652197.ogg,12.277,2
arcter,[],arcter/XC652198.ogg,6.191,1
arcter,[],arcter/XC652199.ogg,3.97,0
arcter,[],arcter/XC652200.ogg,19.252,3
arcter,[],arcter/XC652201.ogg,28.734,5
arcter,[],arcter/XC652202.ogg,10.213,2
arcter,[],arcter/XC652203.ogg,8.385,1
arcter,[],arcter/XC652204.ogg,81.136,16
arcter,[],arcter/XC652205.ogg,15.49,3
arcter,[],arcter/XC652206.ogg,10.997,2
arcter,[],arcter/XC652207.ogg,13.008,2
arcter,[],arcter/XC655044.ogg,23.43184375,4
arcter,[],arcter/XC656571.ogg,7.584,1
arcter,[],arcter/XC656609.ogg,1.536,0
arcter,['skylar'],arcter/XC656610.ogg,2.904,0
arcter,[],arcter/XC656611.ogg,12.288,2
arcter,[],arcter/XC657365.ogg,9.97878125,1
arcter,[],arcter/XC660413.ogg,15.72,3
arcter,['skylar'],arcter/XC661646.ogg,45.818,9
arcter,[],arcter/XC661648.ogg,38.765,7
arcter,[],arcter/XC662156.ogg,70.08,14
arcter,[],arcter/XC662157.ogg,54.6,10
arcter,[],arcter/XC663212.ogg,65.352,13
arcter,['comsan'],arcter/XC663897.ogg,114.216,22
arcter,['arcter'],arcter/XC663980.ogg,30.624,6
arcter,['arcter'],arcter/XC663981.ogg,14.928,2
arcter,['arcter'],arcter/XC663982.ogg,39.384,7
arcter,['comsan'],arcter/XC664034.ogg,30.192,6
arcter,[],arcter/XC664081.ogg,35.088,7
arcter,[],arcter/XC664525.ogg,87.36,17
arcter,[],arcter/XC664532.ogg,45.216,9
arcter,[],arcter/XC664885.ogg,12.617,2
arcter,[],arcter/XC665920.ogg,12.486,2
arcter,[],arcter/XC665921.ogg,27.01,5
arcter,[],arcter/XC666674.ogg,10.579,2
arcter,[],arcter/XC666839.ogg,20.897,4
arcter,[],arcter/XC666840.ogg,9.926,1
arcter,[],arcter/XC666851.ogg,39.183,7
arcter,[],arcter/XC666868.ogg,25.756,5
arcter,[],arcter/XC666886.ogg,23.954,4
arcter,[],arcter/XC666888.ogg,4.832,0
barpet,[],barpet/XC189893.ogg,21.681625,4
barpet,[],barpet/XC189894.ogg,6.9746875,1
barpet,[],barpet/XC295060.ogg,203.04978125,40
barpet,[],barpet/XC304615.ogg,30.850625,6
barpet,[],barpet/XC305567.ogg,14.08,2
barpet,[],barpet/XC441955.ogg,3.552,0
barpet,[],barpet/XC473562.ogg,28.682,5
barpet,[],barpet/XC473563.ogg,72.306,14
barpet,[],barpet/XC473564.ogg,33.593,6
barpet,[],barpet/XC505278.ogg,97.32390625,19
barpet,[],barpet/XC510489.ogg,53.424,10
barpet,[],barpet/XC510711.ogg,49.848,9
barpet,[],barpet/XC512736.ogg,58.152,11
barpet,[],barpet/XC601885.ogg,7.52325,1
barpet,[],barpet/XC637020.ogg,339.576,67
bcnher,[],bcnher/XC115512.ogg,18.28571875,3
bcnher,[],bcnher/XC119210.ogg,16.30040625,3
bcnher,[],bcnher/XC123687.ogg,12.264,2
bcnher,[],bcnher/XC123806.ogg,11.441625,2
bcnher,[],bcnher/XC128632.ogg,17.736,3
bcnher,[],bcnher/XC128633.ogg,21.648,4
bcnher,[],bcnher/XC128813.ogg,7.944,1
bcnher,[],bcnher/XC130501.ogg,33.9330625,6
bcnher,[],bcnher/XC134969.ogg,7.5755,1
bcnher,[],bcnher/XC138482.ogg,36.64978125,7
bcnher,[],bcnher/XC143604.ogg,9.168,1
bcnher,[],bcnher/XC143605.ogg,8.568,1
bcnher,['bcnher'],bcnher/XC152401.ogg,12.40815625,2
bcnher,[],bcnher/XC153095.ogg,15.876,3
bcnher,[],bcnher/XC170797.ogg,1.802,0
bcnher,[],bcnher/XC172927.ogg,13.872,2
bcnher,[],bcnher/XC172929.ogg,27.168,5
bcnher,[],bcnher/XC176645.ogg,34.824,6
bcnher,[],bcnher/XC182583.ogg,16.48325,3
bcnher,[],bcnher/XC183070.ogg,17.97225,3
bcnher,[],bcnher/XC184124.ogg,60.63021875,12
bcnher,[],bcnher/XC184166.ogg,45.84490625,9
bcnher,[],bcnher/XC184836.ogg,10.9975625,2
bcnher,[],bcnher/XC185489.ogg,12.43428125,2
bcnher,[],bcnher/XC188000.ogg,4.93715625,0
bcnher,[],bcnher/XC189778.ogg,28.96978125,5
bcnher,[],bcnher/XC193696.ogg,10.318375,2
bcnher,[],bcnher/XC194386.ogg,18.91265625,3
bcnher,[],bcnher/XC195513.ogg,8.96,1
bcnher,[],bcnher/XC200586.ogg,7.20978125,1
bcnher,[],bcnher/XC207619.ogg,1.69796875,0
bcnher,[],bcnher/XC209828.ogg,11.493875,2
bcnher,[],bcnher/XC210620.ogg,64.444,12
bcnher,[],bcnher/XC213658.ogg,7.0008125,1
bcnher,[],bcnher/XC233693.ogg,6.4,1
bcnher,[],bcnher/XC235426.ogg,28.2645,5
bcnher,[],bcnher/XC237483.ogg,48.696,9
bcnher,[],bcnher/XC240302.ogg,7.62775,1
bcnher,[],bcnher/XC241679.ogg,164.989375,32
bcnher,['categr'],bcnher/XC243449.ogg,9.792,1
bcnher,[],bcnher/XC256294.ogg,5.6163125,1
bcnher,[],bcnher/XC256526.ogg,8.04571875,1
bcnher,[],bcnher/XC256527.ogg,18.39021875,3
bcnher,[],bcnher/XC256938.ogg,41.5869375,8
bcnher,[],bcnher/XC256939.ogg,92.49959375,18
bcnher,[],bcnher/XC257328.ogg,17.946125,3
bcnher,[],bcnher/XC257329.ogg,22.12571875,4
bcnher,[],bcnher/XC257330.ogg,17.11021875,3
bcnher,[],bcnher/XC263289.ogg,8.304,1
bcnher,[],bcnher/XC263291.ogg,12.72,2
bcnher,[],bcnher/XC267055.ogg,9.84815625,1
bcnher,[],bcnher/XC267056.ogg,22.20409375,4
bcnher,[],bcnher/XC267057.ogg,27.4546875,5
bcnher,[],bcnher/XC276735.ogg,20.401625,4
bcnher,[],bcnher/XC276736.ogg,21.34203125,4
bcnher,[],bcnher/XC277051.ogg,6.24325,1
bcnher,[],bcnher/XC277475.ogg,40.848,8
bcnher,[],bcnher/XC277486.ogg,26.56653125,5
bcnher,[],bcnher/XC2797.ogg,15.4645,3
bcnher,[],bcnher/XC282497.ogg,12.0946875,2
bcnher,[],bcnher/XC282624.ogg,36.07509375,7
bcnher,[],bcnher/XC282895.ogg,30.0408125,6
bcnher,[],bcnher/XC288326.ogg,11.808,2
bcnher,[],bcnher/XC293553.ogg,34.896,6
bcnher,[],bcnher/XC293559.ogg,12.984,2
bcnher,[],bcnher/XC293904.ogg,20.610625,4
bcnher,[],bcnher/XC294018.ogg,37.45959375,7
bcnher,['categr'],bcnher/XC298152.ogg,34.6645,6
bcnher,['categr'],bcnher/XC304259.ogg,37.6946875,7
bcnher,['houfin'],bcnher/XC306165.ogg,9.14284375,1
bcnher,[],bcnher/XC314615.ogg,3.9445,0
bcnher,[],bcnher/XC316345.ogg,24.9469375,4
bcnher,[],bcnher/XC319076.ogg,17.2669375,3
bcnher,[],bcnher/XC319077.ogg,49.789375,9
bcnher,['skylar'],bcnher/XC324391.ogg,17.568,3
bcnher,['categr'],bcnher/XC329641.ogg,11.112,2
bcnher,[],bcnher/XC331173.ogg,29.10040625,5
bcnher,[],bcnher/XC332466.ogg,118.5175625,23
bcnher,[],bcnher/XC333142.ogg,4.2,0
bcnher,[],bcnher/XC338372.ogg,21.76,4
bcnher,[],bcnher/XC341753.ogg,12.288,2
bcnher,[],bcnher/XC344142.ogg,15.36,3
bcnher,[],bcnher/XC357564.ogg,6.00815625,1
bcnher,['warwhe1'],bcnher/XC357707.ogg,25.0514375,5
bcnher,[],bcnher/XC361996.ogg,13.871,2
bcnher,[],bcnher/XC361997.ogg,8.071,1
bcnher,['comgal1'],bcnher/XC363102.ogg,15.96,3
bcnher,[],bcnher/XC363318.ogg,11.467,2
bcnher,[],bcnher/XC365511.ogg,19.40896875,3
bcnher,[],bcnher/XC370847.ogg,59.616,11
bcnher,[],bcnher/XC371129.ogg,12.956,2
bcnher,[],bcnher/XC373688.ogg,53.55103125,10
bcnher,[],bcnher/XC376311.ogg,11.28490625,2
bcnher,[],bcnher/XC376571.ogg,18.5469375,3
bcnher,[],bcnher/XC383283.ogg,31.08,6
bcnher,[],bcnher/XC383284.ogg,67.152,13
bcnher,[],bcnher/XC383368.ogg,54.77878125,10
bcnher,[],bcnher/XC383999.ogg,54.073,10
bcnher,[],bcnher/XC387131.ogg,22.356,4
bcnher,[],bcnher/XC390527.ogg,15.177,3
bcnher,[],bcnher/XC393153.ogg,6.03428125,1
bcnher,[],bcnher/XC397408.ogg,3.888,0
bcnher,[],bcnher/XC397486.ogg,5.2245,1
bcnher,[],bcnher/XC397780.ogg,44.76,8
bcnher,[],bcnher/XC398363.ogg,10.1355,2
bcnher,[],bcnher/XC403621.ogg,14.88978125,2
bcnher,[],bcnher/XC416417.ogg,66.0636875,13
bcnher,[],bcnher/XC419107.ogg,23.76,4
bcnher,[],bcnher/XC421615.ogg,9.97878125,1
bcnher,[],bcnher/XC428433.ogg,6.8963125,1
bcnher,[],bcnher/XC429315.ogg,57.528,11
bcnher,[],bcnher/XC431999.ogg,49.776,9
bcnher,[],bcnher/XC432143.ogg,6.264,1
bcnher,[],bcnher/XC432187.ogg,315.010625,63
bcnher,[],bcnher/XC433099.ogg,18.15509375,3
bcnher,[],bcnher/XC433153.ogg,6.336,1
bcnher,[],bcnher/XC433197.ogg,32.548,6
bcnher,[],bcnher/XC435916.ogg,9.01225,1
bcnher,[],bcnher/XC436935.ogg,58.9845,11
bcnher,[],bcnher/XC437720.ogg,36.31021875,7
bcnher,[],bcnher/XC439867.ogg,4.257,0
bcnher,[],bcnher/XC441839.ogg,17.606,3
bcnher,[],bcnher/XC448799.ogg,6.528,1
bcnher,[],bcnher/XC449100.ogg,20.03590625,4
bcnher,[],bcnher/XC449101.ogg,127.13796875,25
bcnher,[],bcnher/XC450985.ogg,9.36,1
bcnher,[],bcnher/XC452567.ogg,28.056,5
bcnher,[],bcnher/XC452831.ogg,12.552,2
